seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr2	45236941	45237135	195	*	X25585	10736	45232324	45236542	4219	-	398	upstream	398	SIX2
chr2	45877654	45877908	255	*	X25591	5581	45879043	46415129	536087	+	1134	upstream	1134	PRKCE
chr2	45878599	45878823	225	*	X25592	5581	45879043	46415129	536087	+	219	upstream	219	PRKCE
chr2	45879124	45879258	135	*	X25593	5581	45879043	46415129	536087	+	0	inside	80	PRKCE
chr2	46524378	46524395	18	*	X25596	2034	46524541	46613842	89302	+	145	upstream	145	EPAS1
chr2	46524439	46524512	74	*	X25597	2034	46524541	46613842	89302	+	28	upstream	28	EPAS1
chr2	46770110	46770230	121	*	X25603	23433	46769867	46811827	41961	+	0	inside	242	RHOQ
chr2	46844239	46844358	120	*	X25606	9419	46844325	46852881	8557	+	0	overlapStart	0	CRIPT
chr2	46844239	46844358	120	*	X25606	5281	46808413	46844251	35839	-	0	overlapStart	0	PIGF
chr2	46925367	46925501	135	*	X25607	9655	46926099	46989927	63829	+	597	upstream	597	SOCS5
chr2	46925637	46925726	90	*	X25608	9655	46926099	46989927	63829	+	372	upstream	372	SOCS5
chr2	46925831	46926010	180	*	X25609	9655	46926099	46989927	63829	+	88	upstream	88	SOCS5
chr2	46926131	46926175	45	*	X25610	9655	46926099	46989927	63829	+	0	inside	31	SOCS5
chr2	46926317	46926323	7	*	X25611	9655	46926099	46989927	63829	+	0	inside	217	SOCS5
chr2	47142340	47142459	120	*	X25613	57217	47143296	47303275	159980	+	836	upstream	836	TTC7A
chr2	47142893	47142952	60	*	X25614	57217	47143296	47303275	159980	+	343	upstream	343	TTC7A
chr2	47169438	47169557	120	*	X25616	90411	47129009	47168994	39986	-	443	upstream	443	MCFD2
chr2	47596292	47596381	90	*	X25632	4072	47596287	47614167	17881	+	0	inside	4	EPCAM
chr2	47798110	47798274	165	*	X25633	56660	47747915	47797470	49556	-	639	upstream	639	KCNK12
chr2	48010045	48010179	135	*	X25634	2956	48010221	48034092	23872	+	41	upstream	41	MSH6
chr2	48132933	48133067	135	*	X25641	80204	48034059	48132932	98874	-	0	upstream	0	FBXO11
chr2	48133263	48133427	165	*	X25642	80204	48034059	48132932	98874	-	330	upstream	330	FBXO11
chr2	48133878	48134087	210	*	X25643	80204	48034059	48132932	98874	-	945	upstream	945	FBXO11
chr2	48134799	48134888	90	*	X25644	80204	48034059	48132932	98874	-	1866	upstream	1866	FBXO11
chr2	48541727	48541861	135	*	X25646	3344	48541795	48606434	64640	+	0	overlapStart	0	FOXN2
chr2	48668048	48668182	135	*	X25650	129285	48667908	48742531	74624	+	0	inside	139	PPP1R21
chr2	48756855	48756862	8	*	X25651	286749	48757064	49003656	246593	+	201	upstream	201	STON1-GTF2A1L
chr2	48756855	48756862	8	*	X25651	11037	48757308	48825654	68347	+	445	upstream	445	STON1
chr2	48757160	48757294	135	*	X25652	286749	48757064	49003656	246593	+	0	inside	95	STON1-GTF2A1L
chr2	48757160	48757294	135	*	X25652	11037	48757308	48825654	68347	+	13	upstream	13	STON1
chr2	53995087	53995206	120	*	X25653	494143	53994929	54002287	7359	+	0	inside	157	CHAC2
chr2	54197822	54198001	180	*	X25655	23198	54091204	54197977	106774	-	0	overlapStart	0	PSME4
chr2	54342139	54342258	120	*	X25656	98	54342410	54532435	190026	+	151	upstream	151	ACYP2
chr2	54557733	54557912	180	*	X25658	129852	54558071	54588714	30644	+	158	upstream	158	C2orf73
chr2	54683217	54683438	222	*	X25660	6711	54683454	54898583	215130	+	15	upstream	15	SPTBN1
chr2	54952393	54952512	120	*	X25669	400954	54952149	55199156	247008	+	0	inside	243	EML6
chr2	55277497	55277616	120	*	X25671	57142	55199327	55277734	78408	-	0	inside	117	RTN4
chr2	55277791	55278096	306	*	X25672	57142	55199327	55277734	78408	-	56	upstream	56	RTN4
chr2	55279702	55279836	135	*	X25673	57142	55199327	55277734	78408	-	1967	upstream	1967	RTN4
chr2	55646695	55646904	210	*	X25676	55704	55514978	55647057	132080	-	0	inside	152	CCDC88A
chr2	55646935	55647069	135	*	X25677	55704	55514978	55647057	132080	-	0	overlapStart	0	CCDC88A
chr2	56150959	56151078	120	*	X25679	2202	56093097	56151298	58202	-	0	inside	219	EFEMP1
chr2	60780401	60780520	120	*	X25698	53335	60678302	60780633	102332	-	0	inside	112	BCL11A
chr2	60780896	60781180	285	*	X25699	53335	60678302	60780633	102332	-	262	upstream	262	BCL11A
chr2	60983621	60983755	135	*	X25701	64895	60983365	61029221	45857	+	0	inside	255	PAPOLG
chr2	61108040	61108129	90	*	X25704	5966	61108752	61150178	41427	+	622	upstream	622	REL
chr2	61108205	61108339	135	*	X25705	5966	61108752	61150178	41427	+	412	upstream	412	REL
chr2	61108205	61108339	135	*	X25705	400957	61074895	61108449	33555	-	0	inside	109	LINC01185
chr2	61244949	61245023	75	*	X25706	5194	61244697	61279125	34429	+	0	inside	251	PEX13
chr2	61292769	61292888	120	*	X25707	84542	61293006	61365169	72164	+	117	upstream	117	SANBR
chr2	61697955	61698043	89	*	X25710	9736	61414590	61697849	283260	-	105	upstream	105	USP34
chr2	61698104	61698164	61	*	X25711	9736	61414590	61697849	283260	-	254	upstream	254	USP34
chr2	61698248	61698457	210	*	X25712	9736	61414590	61697849	283260	-	398	upstream	398	USP34
chr2	61764960	61765271	312	*	X25715	7514	61705069	61765418	60350	-	0	inside	146	XPO1
chr2	61765437	61765511	75	*	X25716	7514	61705069	61765418	60350	-	18	upstream	18	XPO1
chr2	61765662	61765766	105	*	X25717	7514	61705069	61765418	60350	-	243	upstream	243	XPO1
chr2	62080864	62080998	135	*	X25720	84140	62051983	62081278	29296	-	0	inside	279	FAM161A
chr2	62082034	62082153	120	*	X25721	84140	62051983	62081278	29296	-	755	upstream	755	FAM161A
chr2	62422529	62422633	105	*	X25723	10678	62423262	62451866	28605	+	628	upstream	628	B3GNT2
chr2	62423080	62423289	210	*	X25724	10678	62423262	62451866	28605	+	0	overlapStart	0	B3GNT2
chr2	62423354	62423593	240	*	X25725	10678	62423262	62451866	28605	+	0	inside	91	B3GNT2
chr2	63815539	63815628	90	*	X25738	4190	63815743	63834330	18588	+	114	upstream	114	MDH1
chr2	63815539	63815628	90	*	X25738	51057	63348535	63815867	467333	-	0	inside	238	WDPCP
chr2	64068373	64068492	120	*	X25739	7360	64068098	64118696	50599	+	0	inside	274	UGP2
chr2	64245955	64246134	180	*	X25740	51542	64119667	64246214	126548	-	0	inside	79	VPS54
chr2	64246685	64246999	315	*	X25741	51542	64119667	64246214	126548	-	470	upstream	470	VPS54
chr2	64371557	64371706	150	*	X25743	57162	64319786	64371605	51820	-	0	overlapStart	0	PELI1
chr2	64681051	64681230	180	*	X25744	29094	64681327	64688517	7191	+	96	upstream	96	LGALSL
chr2	64681396	64681605	210	*	X25745	29094	64681327	64688517	7191	+	0	inside	68	LGALSL
chr2	64751511	64751615	105	*	X25746	54812	64751439	64820138	68700	+	0	inside	71	AFTPH
chr2	64751511	64751615	105	*	X25746	100616419	64752647	64752699	53	+	1031	upstream	1031	MIR4434
chr2	64833460	64833546	87	*	X25748	339807	64834446	64843616	9171	+	899	upstream	899	LINC02579
chr2	64833622	64833756	135	*	X25749	339807	64834446	64843616	9171	+	689	upstream	689	LINC02579
chr2	64881032	64881055	24	*	X25757	9792	64858755	64881046	22292	-	0	overlapStart	0	SERTAD2
chr2	64881537	64881716	180	*	X25758	9792	64858755	64881046	22292	-	490	upstream	490	SERTAD2
chr2	65215159	65215278	120	*	X25772	6509	65215579	65251000	35422	+	300	upstream	300	SLC1A4
chr2	65283155	65283259	105	*	X25774	23177	65283495	65314142	30648	+	235	upstream	235	CEP68
chr2	65357243	65357287	45	*	X25777	5861	65313988	65357435	43448	-	0	inside	147	RAB1A
chr2	65357678	65357812	135	*	X25778	5861	65313988	65357435	43448	-	242	upstream	242	RAB1A
chr2	65357839	65357973	135	*	X25779	5861	65313988	65357435	43448	-	403	upstream	403	RAB1A
chr2	65659363	65659647	285	*	X25784	200734	65537985	65659656	121672	-	0	inside	8	SPRED2
chr2	65660023	65660142	120	*	X25785	200734	65537985	65659656	121672	-	366	upstream	366	SPRED2
chr2	66660463	66660717	255	*	X25790	730198	66650475	66660602	10128	-	0	overlapStart	0	MEIS1-AS3
chr2	66660463	66660717	255	*	X25790	4211	66662532	66799891	137360	+	1814	upstream	1814	MEIS1
chr2	66661138	66661242	105	*	X25791	730198	66650475	66660602	10128	-	535	upstream	535	MEIS1-AS3
chr2	66661138	66661242	105	*	X25791	4211	66662532	66799891	137360	+	1289	upstream	1289	MEIS1
chr2	68479386	68479505	120	*	X25798	5534	68405989	68479651	73663	-	0	inside	145	PPP3R1
chr2	68479521	68479625	105	*	X25799	5534	68405989	68479651	73663	-	0	inside	25	PPP3R1
chr2	68479641	68479773	133	*	X25800	5534	68405989	68479651	73663	-	0	overlapStart	0	PPP3R1
chr2	68479851	68480075	225	*	X25801	5534	68405989	68479651	73663	-	199	upstream	199	PPP3R1
chr2	68480959	68481078	120	*	X25802	5534	68405989	68479651	73663	-	1307	upstream	1307	PPP3R1
chr2	68547124	68547228	105	*	X25803	25927	68511303	68547183	35881	-	0	overlapStart	0	CNRIP1
chr2	69871213	69871302	90	*	X25810	22848	69685127	69870977	185851	-	235	upstream	235	AAK1
chr2	70121222	70121326	105	*	X25814	11017	70121075	70132368	11294	+	0	inside	146	SNRNP27
chr2	70141260	70141379	120	*	X25815	4084	70142173	70170076	27904	+	793	upstream	793	MXD1
chr2	70142115	70142279	165	*	X25816	4084	70142173	70170076	27904	+	0	overlapStart	0	MXD1
chr2	70314009	70314188	180	*	X25824	5093	70314585	70316334	1750	+	396	upstream	396	PCBP1
chr2	70314009	70314188	180	*	X25824	400960	70189395	70314147	124753	-	0	overlapStart	0	PCBP1-AS1
chr2	70314534	70314635	102	*	X25825	5093	70314585	70316334	1750	+	0	overlapStart	0	PCBP1
chr2	70314534	70314635	102	*	X25825	400960	70189395	70314147	124753	-	386	upstream	386	PCBP1-AS1
chr2	70314681	70314818	138	*	X25826	5093	70314585	70316334	1750	+	0	inside	95	PCBP1
chr2	70314681	70314818	138	*	X25826	400960	70189395	70314147	124753	-	533	upstream	533	PCBP1-AS1
chr2	70352394	70352618	225	*	X25830	100133985	70351168	70352448	1281	-	0	overlapStart	0	LINC01816
chr2	70417944	70418048	105	*	X25834	54980	70377017	70418151	41135	-	0	inside	102	C2orf42
chr2	70528979	70529038	60	*	X25838	84908	70523108	70529220	6113	-	0	inside	181	FAM136A
chr2	70529144	70529398	255	*	X25839	84908	70523108	70529220	6113	-	0	overlapStart	0	FAM136A
chr2	70780887	70781006	120	*	X25840	7039	70674412	70781147	106736	-	0	inside	140	TGFA
chr2	70781073	70781177	105	*	X25841	7039	70674412	70781147	106736	-	0	overlapStart	0	TGFA
chr2	70781187	70781321	135	*	X25842	7039	70674412	70781147	106736	-	39	upstream	39	TGFA
chr2	70995325	70995473	149	*	X25847	119	70834750	70995375	160626	-	0	overlapStart	0	ADD2
chr2	70995475	70995609	135	*	X25848	119	70834750	70995375	160626	-	99	upstream	99	ADD2
chr2	71017421	71017540	120	*	X25849	344018	71004442	71017775	13334	-	0	inside	234	FIGLA
chr2	71127141	71127245	105	*	X25852	25806	71127720	71160575	32856	+	474	upstream	474	VAX2
chr2	71127648	71127857	210	*	X25853	25806	71127720	71160575	32856	+	0	overlapStart	0	VAX2
chr2	71204190	71204324	135	*	X25855	79998	71205575	71212629	7055	+	1250	upstream	1250	ANKRD53
chr2	71221665	71221769	105	*	X25856	113419	71213068	71222001	8934	-	0	inside	231	TEX261
chr2	71221816	71221935	120	*	X25857	113419	71213068	71222001	8934	-	0	inside	65	TEX261
chr2	71295413	71295427	15	*	X25859	55577	71295408	71305998	10591	+	0	inside	4	NAGK
chr2	71454652	71454756	105	*	X25864	400961	71409868	71454233	44366	-	418	upstream	418	PAIP2B
chr2	71503935	71504039	105	*	X25865	27332	71503723	71662191	158469	+	0	inside	211	ZNF638
chr2	72375835	72375904	70	*	X25875	56603	72356367	72374991	18625	-	843	upstream	843	CYP26B1
chr2	72376023	72376172	150	*	X25876	56603	72356367	72374991	18625	-	1031	upstream	1031	CYP26B1
chr2	72376194	72376268	75	*	X25877	56603	72356367	72374991	18625	-	1202	upstream	1202	CYP26B1
chr2	72376584	72376733	150	*	X25878	56603	72356367	72374991	18625	-	1592	upstream	1592	CYP26B1
chr2	73052796	73052930	135	*	X25880	23233	72406444	73053177	646734	-	0	inside	246	EXOC6B
chr2	73429536	73429685	150	*	X25896	344022	73429386	73438340	8955	+	0	inside	149	NOTO
chr2	73459943	73460062	120	*	X25898	10574	73461364	73480150	18787	+	1301	upstream	1301	CCT7
chr2	73459943	73460062	120	*	X25898	84279	73455134	73460356	5223	-	0	inside	293	PRADC1
chr2	73460082	73460201	120	*	X25899	10574	73461364	73480150	18787	+	1162	upstream	1162	CCT7
chr2	73460082	73460201	120	*	X25899	84279	73455134	73460356	5223	-	0	inside	154	PRADC1
chr2	73520498	73520557	60	*	X25906	1961	73518057	73520829	2773	-	0	inside	271	EGR4
chr2	74211809	74211913	105	*	X25908	200424	74213531	74335302	121772	+	1617	upstream	1617	TET3
chr2	74212307	74212323	17	*	X25909	200424	74213531	74335302	121772	+	1207	upstream	1207	TET3
chr2	74212473	74212546	74	*	X25910	200424	74213531	74335302	121772	+	984	upstream	984	TET3
chr2	74212652	74212726	75	*	X25911	200424	74213531	74335302	121772	+	804	upstream	804	TET3
chr2	74374126	74374200	75	*	X25922	100507171	74375108	74379516	4409	+	907	upstream	907	BOLA3-AS1
chr2	74375020	74375199	180	*	X25923	100507171	74375108	74379516	4409	+	0	overlapStart	0	BOLA3-AS1
chr2	74375020	74375199	180	*	X25923	388962	74362528	74375039	12512	-	0	overlapStart	0	BOLA3
chr2	74405605	74405724	120	*	X25924	55233	74383211	74405995	22785	-	0	inside	270	MOB1A
chr2	74618904	74619038	135	*	X25928	1639	74588281	74619214	30934	-	0	inside	175	DCTN1
chr2	74649002	74649121	120	*	X25929	84058	74648885	74652882	3998	+	0	inside	116	WDR54
chr2	74682433	74682537	105	*	X25934	100532735	74682150	74688018	5869	+	0	inside	282	INO80B-WBP1
chr2	74682433	74682537	105	*	X25934	83444	74682150	74685087	2938	+	0	inside	282	INO80B
chr2	74684668	74684821	154	*	X25936	23559	74685527	74688018	2492	+	705	upstream	705	WBP1
chr2	74684912	74685061	150	*	X25937	23559	74685527	74688018	2492	+	465	upstream	465	WBP1
chr2	74685658	74685762	105	*	X25938	23559	74685527	74688018	2492	+	0	inside	130	WBP1
chr2	74693128	74693232	105	*	X25941	7841	74688184	74692537	4354	-	590	upstream	590	MOGS
chr2	74708822	74708971	150	*	X25942	64427	74710200	74721691	11492	+	1228	upstream	1228	TTC31
chr2	74710067	74710171	105	*	X25943	64427	74710200	74721691	11492	+	28	upstream	28	TTC31
chr2	74710067	74710171	105	*	X25943	84865	74699085	74710357	11273	-	0	inside	185	CCDC142
chr2	74729317	74729397	81	*	X25944	151534	74729744	74732192	2449	+	346	upstream	346	LBX2-AS1
chr2	74730928	74731047	120	*	X25945	85474	74724644	74730443	5800	-	484	upstream	484	LBX2
chr2	74756164	74756283	120	*	X25947	27429	74756532	74760683	4152	+	248	upstream	248	HTRA2
chr2	74757124	74757243	120	*	X25948	550	74753775	74756974	3200	-	149	upstream	149	AUP1
chr2	74757454	74757588	135	*	X25949	550	74753775	74756974	3200	-	479	upstream	479	AUP1
chr2	74757649	74757768	120	*	X25950	550	74753775	74756974	3200	-	674	upstream	674	AUP1
chr2	74758234	74758323	90	*	X25951	550	74753775	74756974	3200	-	1259	upstream	1259	AUP1
chr2	74781050	74781289	240	*	X25952	84695	74759946	74781062	21117	-	0	overlapStart	0	LOXL3
chr2	74781755	74781859	105	*	X25953	84695	74759946	74781062	21117	-	692	upstream	692	LOXL3
chr2	75186023	75186187	165	*	X25961	56655	75185775	75196859	11085	+	0	inside	247	POLE4
chr2	75428359	75428367	9	*	X25963	6869	75273590	75426645	153056	-	1713	upstream	1713	TACR1
chr2	85108244	85108378	135	*	X25973	129293	85048791	85108369	59579	-	0	overlapStart	0	TRABD2A
chr2	85132106	85132240	135	*	X25974	9168	85132763	85133799	1037	+	522	upstream	522	TMSB10
chr2	85132825	85133064	240	*	X25975	9168	85132763	85133799	1037	+	0	inside	61	TMSB10
chr2	85198168	85198227	60	*	X25981	56888	85198231	85286595	88365	+	3	upstream	3	KCMF1
chr2	85359213	85359317	105	*	X25983	83439	85360583	85537511	176929	+	1265	upstream	1265	TCF7L1
chr2	85360233	85360397	165	*	X25984	83439	85360583	85537511	176929	+	185	upstream	185	TCF7L1
chr2	85645916	85646065	150	*	X25992	284948	85646054	85664152	18099	+	0	overlapStart	0	SH2D6
chr2	85765279	85765398	120	*	X26005	4144	85766101	85772403	6303	+	702	upstream	702	MAT2A
chr2	85766612	85766716	105	*	X26006	100630918	85764590	85766009	1420	-	602	upstream	602	PARTICL
chr2	85766771	85766875	105	*	X26007	100630918	85764590	85766009	1420	-	761	upstream	761	PARTICL
chr2	85788197	85788451	255	*	X26008	2677	85771978	85788657	16680	-	0	inside	205	GGCX
chr2	85804823	85804927	105	*	X26009	8673	85804614	85809156	4543	+	0	inside	208	VAMP8
chr2	85822307	85822351	45	*	X26013	51255	85822837	85824831	1995	+	485	upstream	485	RNF181
chr2	85823123	85823362	240	*	X26014	51255	85822837	85824831	1995	+	0	inside	285	RNF181
chr2	85828670	85828681	12	*	X26016	10713	85829965	85876407	46443	+	1283	upstream	1283	USP39
chr2	85829093	85829317	225	*	X26017	10713	85829965	85876407	46443	+	647	upstream	647	USP39
chr2	85980807	85981046	240	*	X26026	84913	85980909	86018506	37598	+	0	overlapStart	0	ATOH8
chr2	85981167	85981301	135	*	X26027	84913	85980909	86018506	37598	+	0	inside	257	ATOH8
chr2	86332503	86332622	120	*	X26039	55037	86333305	86369280	35976	+	682	upstream	682	PTCD3
chr2	86947916	86948065	150	*	X26046	100526767	86730553	86948245	217693	-	0	inside	179	RNF103-CHMP3
chr2	87035369	87035503	135	*	X26048	925	87011728	87035519	23792	-	0	inside	15	CD8A
chr2	87303575	87303694	120	*	X26050	285074	87257798	87303536	45739	-	38	upstream	38	ANAPC1P2
chr2	88469802	88469828	27	*	X26054	55258	88469814	88486156	16343	+	0	overlapStart	0	THNSL2
chr2	88751971	88752060	90	*	X26056	344167	88747726	88752053	4328	-	0	overlapStart	0	FOXI3
chr2	88752151	88752301	151	*	X26057	344167	88747726	88752053	4328	-	97	upstream	97	FOXI3
chr2	95522879	95523043	165	*	X26071	729171	95426673	95522820	96148	-	58	upstream	58	ANKRD20A8P
chr2	95691383	95691446	64	*	X26074	4118	95691400	95719737	28338	+	0	overlapStart	0	MAL
chr2	95691657	95691680	24	*	X26075	4118	95691400	95719737	28338	+	0	inside	256	MAL
chr2	95825319	95825351	33	*	X26081	84874	95813400	95825263	11864	-	55	upstream	55	ZNF514
chr2	95825773	95825847	75	*	X26082	84874	95813400	95825263	11864	-	509	upstream	509	ZNF514
chr2	96068286	96068405	120	*	X26085	51011	96068448	96078879	10432	+	42	upstream	42	FAHD2A
chr2	96675868	96675958	91	*	X26091	729234	96676299	96688884	12586	+	340	upstream	340	FAHD2CP
chr2	96676153	96676272	120	*	X26092	729234	96676299	96688884	12586	+	26	upstream	26	FAHD2CP
chr2	96782354	96782428	75	*	X26094	151	96778623	96781888	3266	-	465	upstream	465	ADRA2B
chr2	96783164	96783221	58	*	X26095	151	96778623	96781888	3266	-	1275	upstream	1275	ADRA2B
chr2	96811297	96811584	288	*	X26101	1844	96808908	96811179	2272	-	117	upstream	117	DUSP2
chr2	96812320	96812439	120	*	X26102	1844	96808908	96811179	2272	-	1140	upstream	1140	DUSP2
chr2	96873746	96873850	105	*	X26112	285033	96874154	96908362	34209	+	303	upstream	303	STARD7-AS1
chr2	96875276	96875470	195	*	X26113	56910	96850603	96874573	23971	-	702	upstream	702	STARD7
chr2	96931324	96931608	285	*	X26114	9391	96931884	96939900	8017	+	275	upstream	275	CIAO1
chr2	96931324	96931608	285	*	X26114	55654	96915946	96931751	15806	-	0	inside	142	TMEM127
chr2	96970891	96971025	135	*	X26115	23020	96940074	96971307	31234	-	0	inside	281	SNRNP200
chr2	96971041	96971115	75	*	X26116	23020	96940074	96971307	31234	-	0	inside	191	SNRNP200
chr2	96971356	96971490	135	*	X26117	23020	96940074	96971307	31234	-	48	upstream	48	SNRNP200
chr2	96990747	96990762	16	*	X26119	150771	96991062	96994091	3030	+	299	upstream	299	ITPRIPL1
chr2	96991018	96991197	180	*	X26120	150771	96991062	96994091	3030	+	0	overlapStart	0	ITPRIPL1
chr2	97000661	97000750	90	*	X26123	23397	97001484	97041274	39791	+	733	upstream	733	NCAPH
chr2	97001636	97001890	255	*	X26124	23397	97001484	97041274	39791	+	0	inside	151	NCAPH
chr2	97202414	97202503	90	*	X26127	10865	97202464	97218371	15908	+	0	overlapStart	0	ARID5A
chr2	97202669	97202788	120	*	X26128	10865	97202464	97218371	15908	+	0	inside	204	ARID5A
chr2	97303693	97303902	210	*	X26133	55683	97258892	97304116	45225	-	0	inside	213	KANSL3
chr2	97405402	97405851	450	*	X26138	81562	97371667	97405813	34147	-	0	overlapStart	0	LMAN2L
chr2	97426539	97426688	150	*	X26139	26504	97426639	97477628	50990	+	0	overlapStart	0	CNNM4
chr2	97426704	97426868	165	*	X26140	26504	97426639	97477628	50990	+	0	inside	64	CNNM4
chr2	97535394	97535543	150	*	X26152	54910	97525473	97535735	10263	-	0	inside	191	SEMA4C
chr2	97536054	97536278	225	*	X26153	54910	97525473	97535735	10263	-	318	upstream	318	SEMA4C
chr2	97760932	97760984	53	*	X26173	151313	97749323	97760582	11260	-	349	upstream	349	FAHD2B
chr2	97761034	97761051	18	*	X26174	151313	97749323	97760582	11260	-	451	upstream	451	FAHD2B
chr2	98280385	98280519	135	*	X26180	10120	98272402	98280561	8160	-	0	inside	41	ACTR1B
chr2	99061197	99061451	255	*	X26183	3631	99061321	99207496	146176	+	0	overlapStart	0	INPP4A
chr2	99061467	99061661	195	*	X26184	3631	99061321	99207496	146176	+	0	inside	145	INPP4A
chr2	99347177	99347351	175	*	X26190	11320	99235569	99347589	112021	-	0	inside	237	MGAT4A
chr2	99347675	99347686	12	*	X26191	11320	99235569	99347589	112021	-	85	upstream	85	MGAT4A
chr2	99552864	99552908	45	*	X26192	343990	99410309	99552684	142376	-	179	upstream	179	CRACDL
chr2	99757350	99757484	135	*	X26193	150590	99758185	99767928	9744	+	700	upstream	700	C2orf15
chr2	99757350	99757484	135	*	X26193	51263	99758185	99939196	181012	+	700	upstream	700	MRPL30
chr2	99757590	99757739	150	*	X26194	150590	99758185	99767928	9744	+	445	upstream	445	C2orf15
chr2	99757590	99757739	150	*	X26194	51263	99758185	99939196	181012	+	445	upstream	445	MRPL30
chr2	99954046	99954300	255	*	X26195	9669	99953834	100016728	62895	+	0	inside	211	EIF5B
chr2	100106152	100106271	120	*	X26197	51455	100016938	100106480	89543	-	0	inside	208	REV1
chr2	100106422	100106526	105	*	X26198	51455	100016938	100106480	89543	-	0	overlapStart	0	REV1
chr2	100106542	100106796	255	*	X26199	51455	100016938	100106480	89543	-	61	upstream	61	REV1
chr2	101179132	101179251	120	*	X26205	79031	101179418	101193201	13784	+	166	upstream	166	PDCL3
chr2	101435858	101435947	90	*	X26209	4862	101436613	101613287	176675	+	665	upstream	665	NPAS2
chr2	101436487	101436606	120	*	X26210	4862	101436613	101613287	176675	+	6	upstream	6	NPAS2
chr2	101767828	101767898	71	*	X26217	11138	101623690	101767846	144157	-	0	overlapStart	0	TBC1D8
chr2	101767964	101768007	44	*	X26218	11138	101623690	101767846	144157	-	117	upstream	117	TBC1D8
chr2	101768068	101768136	69	*	X26219	11138	101623690	101767846	144157	-	221	upstream	221	TBC1D8
chr2	101869102	101869206	105	*	X26220	55571	101869345	101886778	17434	+	138	upstream	138	CNOT11
chr2	102313518	102313637	120	*	X26223	9448	102314165	102511152	196988	+	527	upstream	527	MAP4K4
chr2	102313678	102313797	120	*	X26224	9448	102314165	102511152	196988	+	367	upstream	367	MAP4K4
chr2	102314023	102314127	105	*	X26225	9448	102314165	102511152	196988	+	37	upstream	37	MAP4K4
chr2	105469718	105469762	45	*	X26234	100506421	105421883	105467934	46052	-	1783	upstream	1783	PANTR1
chr2	105945770	105946050	281	*	X26237	9392	105883540	105946148	62609	-	0	inside	97	TGFBRAP1
chr2	105954133	105954267	135	*	X26238	79074	105954013	105961984	7972	+	0	inside	119	C2orf49
chr2	106360922	106361041	120	*	X26241	8440	106361520	106510730	149211	+	478	upstream	478	NCK2
chr2	106361599	106361718	120	*	X26242	8440	106361520	106510730	149211	+	0	inside	78	NCK2
chr2	106810676	106810772	97	*	X26245	80146	106709759	106810795	101037	-	0	inside	22	UXS1
chr2	109150844	109150864	21	*	X26250	3987	109150811	109303702	152892	+	0	inside	32	LIMS1
chr2	109150655	109150742	88	*	X26251	3987	109150811	109303702	152892	+	68	upstream	68	LIMS1
chr2	110962269	110962478	210	*	X26265	4867	110880914	110962639	81726	-	0	inside	160	NPHP1
chr2	111435410	111435544	135	*	X26267	699	111395409	111435684	40276	-	0	inside	139	BUB1
chr2	111490032	111490196	165	*	X26268	55289	111490150	111875799	385650	+	0	overlapStart	0	ACOXL
chr2	111877455	111877574	120	*	X26270	10018	111878491	111926022	47532	+	916	upstream	916	BCL2L11
chr2	111878385	111878474	90	*	X26271	10018	111878491	111926022	47532	+	16	upstream	16	BCL2L11
chr2	112655725	112656159	435	*	X26274	10461	112656191	112786945	130755	+	31	upstream	31	MERTK
chr2	112811747	112812362	616	*	X26275	84910	112812800	112876895	64096	+	437	upstream	437	TMEM87B
chr2	112812596	112812774	179	*	X26276	84910	112812800	112876895	64096	+	25	upstream	25	TMEM87B
chr2	112896027	112896131	105	*	X26277	129804	112895962	112945791	49830	+	0	inside	64	FBLN7
chr2	112896237	112896889	653	*	X26278	129804	112895962	112945791	49830	+	0	inside	274	FBLN7
chr2	113342321	113342440	120	*	X26282	84269	113342036	113346850	4815	+	0	inside	284	CHCHD5
chr2	113402847	113402966	120	*	X26284	6574	113403434	113421400	17967	+	467	upstream	467	SLC20A1
chr2	113402847	113402966	120	*	X26284	400999	113399407	113401757	2351	-	1089	upstream	1089	FLJ42351
chr2	113522851	113522940	90	*	X26290	150468	113495444	113522254	26811	-	596	upstream	596	CKAP2L
chr2	113931696	113931853	158	*	X26292	23550	113931560	113960677	29118	+	0	inside	135	PSD4
chr2	113992822	113992956	135	*	X26297	654433	113993104	114024600	31497	+	147	upstream	147	PAX8-AS1
chr2	113993197	113993376	180	*	X26298	654433	113993104	114024600	31497	+	0	inside	92	PAX8-AS1
chr2	114341242	114341376	135	*	X26304	375260	114341230	114356613	15384	+	0	inside	11	WASH2P
chr2	114360037	114360055	19	*	X26306	84771	114356605	114359153	2549	-	883	upstream	883	DDX11L2
chr2	114360266	114360279	14	*	X26307	84771	114356605	114359153	2549	-	1112	upstream	1112	DDX11L2
chr2	114360864	114361087	224	*	X26308	84771	114356605	114359153	2549	-	1710	upstream	1710	DDX11L2
chr2	114646662	114646751	90	*	X26310	10096	114647511	114719129	71619	+	759	upstream	759	ACTR3
chr2	114646977	114647081	105	*	X26311	10096	114647511	114719129	71619	+	429	upstream	429	ACTR3
chr2	114647547	114647726	180	*	X26312	10096	114647511	114719129	71619	+	0	inside	35	ACTR3
chr2	118846093	118846182	90	*	X26316	51141	118846050	118867597	21548	+	0	inside	42	INSIG2
chr2	118846303	118846437	135	*	X26317	51141	118846050	118867597	21548	+	0	inside	252	INSIG2
